label	text_a	text_b
1	帮忙取个网店名	请帮忙取个店名
1	把成语补充完整：功()无()	请将成语补充完整
1	铣床的电子尺怎么用	怎么用铣床电子尺
0	红米手机大不了电话，接不了电话	小米红米手机客服电话是什么/
1	有什么好玩的开罗游戏	开罗游戏什么最好玩…
0	麻烦您提供下银行卡名称和银行卡号后四位，麻烦您了。	麻烦您提供您的中国邮政储蓄银行银行卡的卡号，辛苦您了
0	英雄联盟有单机版么	在哪里可以看英雄联盟比赛直播
0	伦敦奥运会开幕式几点开始	伦敦奥运会开幕式背景音乐
1	轻音少女表情包	轻音少女的表情包
1	没有银行卡怎么给支付宝充值	没有银行卡该怎么充值支付宝？
1	小米官网的网址是什么？	小米的的官方网站是什么
1	天天酷跑破解版哪里下载。	天天酷跑破解版在哪里下载
1	请问这部电影名字叫什么啊？	请问这部电影名字是什么啊
0	这个额度是由系统随机给予的，无法人工操作提升的。	天猫分期的开通，需要符合准入条件，由系统判断是否准入，不是由人为操作
0	淘宝上怎么看自己的评价？	怎么从手机上，淘宝发布宝贝？
1	我的世界怎么打不开	我的世界打不开
1	二元二次方程怎么解？急！	如何解二元二次方程式
1	红酒都有什么牌子	什么牌子的红酒
1	脸上长痘痘是什么原因？	脸上长痘痘是什么原因
0	冰蓝色是什么颜色？	墨蓝色是什么颜色
1	什么牌子的睡衣好	睡衣什么牌子好？
0	这个短信是谁进行发送的？	不客气，请问您收到（不是发送）短信提示的是哪一个手机号？
0	安徽开设自考的本科院校及开考专业？	安徽有哪些公办大专院校有自考专业？
1	怎么记英语语法啊？	英语语法怎么去记
0	保镖类的小说	小说《神眼保镖》
1	巴厘岛哪属于哪个国家	巴厘岛属于哪个国家
0	双字网名哪些好	女孩子都有那些小名呢
1	最赚钱项目是什么？	什么项目最赚钱
1	您好.您通过邮件的提示操作就可以了.	您好.通过邮件提示操作就可以了.
0	下嘴唇肿了怎么回事	狗突然疯了然后死了是怎么回事啊
1	孙子大传什么时候出	孙子大传什么时候播
0	您好，请问您当时付款的具体时间是什么时候，具体金额是多少呢？	请问是转出到什么银行的银行卡，转出金额是多少是什么时候操作转出的呢？
0	中医执业助理医师资格考试考生类型。	09中医执业医师资格考试大纲
0	古剑奇谭什么时候更新？	古剑奇谭什么时候播！
1	什么牌子项链多少价钱	florelli是什么牌子，它的项链大约多少钱！
0	快速瘦肚子！	郑多燕瘦腿有效的不
1	韩庚的女朋友是谁啊。	韩庚现在女朋友是谁呢
1	哈尔滨有哪些旅游景点	哈尔滨的旅游景点有哪些？
0	艾玛是什么意思？	小花仙中的艾玛是什么意思
1	打灰机是什么意思？	打灰机是什么意思啊？
0	媾生子是什么意思	及生子的及是什么意思
1	适合在办公室玩的小游戏	适合办公室玩的小游戏
1	哪里胎教音乐免费下载	从哪里可以下载到免费的胎教音乐？
1	这个小姑娘是什么啊？	这个小姑娘是谁。
1	沈阳什么小吃好卖	沈阳有什么名小吃
1	求一首儿童歌曲的名字	求一首儿童歌曲名字
1	我闺蜜好看不	我闺蜜，好看吗？
0	切西瓜游戏有没有不带炸弹的	切西瓜手机游戏
0	好词语好句子	形容菜特别难做的词语有什么
1	中山的特产有哪些？	中山都有哪些特产？
1	你对家长会有什么建议	家长会有什么建议
1	功夫小子怎样刷武器？	功夫小子怎么刷武器啊
1	怎么才可以成为网络红人	怎么样可以成为网络红人
0	您同意后，小二马上为您转接，不要离开页面，很快的，可以吗	抱歉，没办法指定转接，马上为您查询刚才的记录，可能需要两分钟，请您稍等。
0	南阳理工学院贴吧	黑龙江伊春贴吧
1	怎么做淘宝话费代理	淘宝话费代理？怎么做
0	第三单元答案，	字迷答案。
0	非常抱歉的，您如果无法提供的话，这边也是无法核实的。	抱歉，根据这个订单号，这边无法查询，这边需要根据交易号查询的。
1	天天飞车用什么人物和车好？	天天飞车人物什么搭配车
1	秦时明月壁纸	秦时明月的壁纸
0	约会大作战第三季出不出呢？	约会大作战中有这一集吗？
1	形容雄伟美丽而又罕见的景象的词语	形容雄伟美丽而又罕见的景象是什么词语
1	这个是什么蘑菇？有毒嘛？	这个是什么蘑菇，有毒吗
1	弟子规手抄报	手抄报《我学弟子规》
1	淘宝如何才能申请仅退款	淘宝如何申请退款
1	初二伴你学数学答案	初二数学伴你学答案
0	我有爱人韩语怎么写	韩语爱人怎么写
1	酷派手机和华为手机哪个更好	华为手机和酷派手机哪个更好
1	怎样用手机找回支付宝支付密码	如何用手机找回支付宝的支付密码
0	制作模型的材料是什么？	建筑结构模型制作用什么材料好
1	这配置能玩我的世界光影么	我的世界光影我这个配置能玩吗？
1	高铁与动车有什么区别	动车和高铁有啥区别啊
0	在哪个网站写小说比较好？	在哪个网站看小说比较好？
1	给妈妈生日礼物送什么好？	送妈妈什么生日礼物
0	我的世界碗怎么做	我的世界这里是哪里
0	拉黑的微信好友如何加	微信怎么看对方好友圈
0	长春在哪个省	长春有哪些县
0	我姓梦我心什么	我姓龙我心什么
1	王心凌现在的男友是谁啊	王心凌现在的男友是谁
1	走过路过不要错过！	走过路过不要错过。
1	中国工资最高的城市	中国最高工资在哪个城市
0	北京哪家装修公司好？哪家比较擅长店面装修？	装修哪个季节好呀？北京哪家别墅装修公司好点？
1	这是什么电影？	这是哪个电影啊
0	知柏地黄丸女人可以吃吗	男人的哪东西能吃吗
0	那种洗面奶祛痘效果好	有没有什么产品祛痘效果好
1	这句话是什么意思？	这句话什么意思啊
1	心肌酶谱检查怎么做	怎么做心肌酶谱检查
0	什么时候重置段位？重置的规则是什么	剩余重置时间是什么意思?
0	辛苦您可以提供一下那个账户吗？这边帮您核实一下具体的原因的呢，辛苦您了。	可以看到的，辛苦您在提供一下您的账户，帮您具体的核实一下的，麻烦您了。
1	万家乐电热水器质量怎么样	万家乐燃气热水器怎么样
1	怎样给文件夹加密	如何给文件夹加密？
1	奔驰？宝马？奥迪哪个品牌好	奥迪宝马奔驰哪个品牌好
1	为什么钱难赚	为什么钱那么难赚啊？
0	这图片里的女的是谁？	图片中的人是谁？
1	土豆可以和鸡蛋可以一起吃吗？	鸡蛋和土豆不可以一起吃吗？
1	冬天煲什么汤好？	冬天喝什么汤好啊
0	假刘海要怎么戴	怎么留刘海
0	告能诉我近代中国著名科学家的名字和成就？	以中国科学家名字命名的小行星有哪些
0	我最适合留什么发型	鹅蛋脸女生最适合什么发型
0	形容天气很好的成语	形容天气类的成语有哪些
1	怎么样可以去黑眼圈	怎么消黑眼圈啊？
1	找一部周星驰电影	求一部周星驰电影名
1	摩拳擦掌是什么生肖	摩拳擦掌指什么生肖
1	我要三个闺蜜头像，网名，	3个闺蜜的网名以及头像
0	中国什么酒最贵	中国最贵的车是什么车？
0	怎样去除电水壶水垢	不锈钢水壶表面水锈怎样去除
1	如何评价武则天	怎么样评价武则天
0	淘宝手机助手下载的图片在哪里	什么是淘宝app在哪里下载
0	乌拉圭和加纳，那个会赢啊！	阿根廷牛么。牛在哪
1	男人什么时候最想要！	男人什么时候最想要
0	茂密的反义词是()	在括号里填反义词：[{腔[{调
1	脖子右侧有痣代表什么	脖子右边有痣代表什么
1	有什么恐怖的电影吗？	什么电影最恐怖
1	用啤酒洗头发可以吗？	啤酒可以洗头发吗
1	分手后还是朋友吗	分手了还可以做朋友吗
0	天书奇谈捕捉宠物	天书奇谈培养宠物
0	怎样煮干墨鱼汤	墨鱼丸怎么做汤
0	龙之谷玩不了	艾尔之光玩不了？
0	与狗狗有关的电影。	和驴有关的电影
0	好听的女生名字，要两个字的，不要网名！	好听点的女生网名、最好是带暖字的
0	帮忙推荐几个读书社区	帮忙推荐几个显卡
0	怎么查属于哪个街道	属于哪个街道？
1	香港酒店预订找哪里啊？	香港酒店哪里可以预订
1	支付宝帐号如何解除与淘宝帐号的绑定	如何取消支付宝和淘宝的绑定
0	来一些好玩的网页游戏？推荐几个不用下载的。	推荐几个好玩的网页游戏，小游戏，打游戏。
1	新学期新打算	新学期的新打算
0	有什么好玩的国外游戏?	国外棋牌游戏有哪些，好不好玩
1	这个漫画叫什么名字？	这个漫画什么名字
1	人什么东西不能一起吃	什么东西不能一起吃
0	撵兔子狗是啥品种	什么品种的狗长不大啊
0	请您提供一下您护照的后4位核实一下	您把时间再往前调整一下，调整到12月初重新一下
1	电脑突然没声音了	电脑声音突然没了
1	大连什么地方旅游最好啊	大连什么地方最好啊我要旅游
1	如何控制局域网内的电脑？	如何控制局域网其他电脑
0	这边没有看到您说的笔交易哦	这边是只有查询到一笔交易的。
1	长脸女学生适合什么发型（最好附带照片）	长脸的女生适合什么发型
0	针对您的这个情况是需要您联系下淘宝的工作人员核实的。	您好.如果没有的话.具体的情况需要您通过旺旺的形式联系一下商家核实.
0	送女朋友的生日礼物，	情人节你们收到礼物没，
0	小女人跟大女人有什么区别啊	坏女人和好女人有什么区别吗？
1	我们结婚吧歌词是什么歌	歌词有我们结婚吧是什么歌曲
1	游戏穿越火线下载	下载穿越火线游戏哪儿有
1	清宫生男生女图	生男生女清宫图
1	如何下载搜狗输入法	搜狗输入法怎么下载
0	指甲油掉到衣服上了怎么洗	衣服弄到机油怎么样才洗的出
0	北京有哪些比较大的购物商场？	北京哪个大商场有卖韩版鞋子的哦？
1	怎么说分手最不伤人	分手怎么分最不伤人？
0	男生短发，弄什么发型好！	男生的发型短发很短叫什么
1	什么染发颜色不明显？	什么染发颜色不明显
0	求奔跑吧兄弟大电影百度云！	完整版观看奔跑吧！兄弟大电影？
0	奥奇传说战斗力25777的阵型怎么摆	奥奇传说影王怎么打
0	直接用蛋清做面膜有什么作用	面粉蜂蜜蛋清面膜有什么作用
0	麻烦您了使用搜狗浏览器操作一下	麻烦您使用IE浏览器操作下
1	这个日本动漫叫什么名字	这个老的日本动漫叫什么名字？
1	长春哪里看妇科好	长春看妇科哪家好
1	我喜欢的动物是什么？	我喜欢的动物,他有什么特点
0	也是花呗支付的呢	您是不是花呗支付的
1	谁知道女生叫什么名字？	谁知道这个女生叫什么名字啊
0	谁能借我一个优酷会员	泡泡战士韩服的账号，求给一个。
1	玩家人数最多的网络游戏	现在玩家最多的网络游戏
1	小花仙怎么刷米币？	小花仙怎么刷米币
0	请问自贡市怎么样啊？谁给简单介绍一下。	达州这个城市怎么样？谁能给我简单介绍一下么
1	这个模特叫什么名字呀	求这个模特的名字
1	怎样关注腾讯手游官方微信	怎么关注腾讯手游官方微信
1	安宁的近反义词是什么？	安宁的反义词是什么
0	智能安卓手机怎么看片你懂的求详细	手机看片地址你懂滴哈
1	什么咖啡最好喝？	什么咖啡又香又好喝？
0	为何京东没客服？	什么样的淘宝客服工资高
0	新飞飞赚钱	做生意赚钱
1	大快朵颐什么意思	大快朵颐是什么意思
1	小米手机丢失怎么定位找回	小米手机丢了怎么定位找回
1	谁知道这是哪部电影	有谁知道这是哪部电影？
1	求动漫唯美图片	求唯美的动漫图片}
0	你们喜欢吃什么水果	我喜欢什么水果
1	求小清新的图片。	求小清新的图片
1	频繁是什么意思啊？	频繁是什么意思
1	今年流行什么款式的衣服	今年流行什么衣服款式？
0	圆而细的那种鞋带怎么系…好容易松	为什么鞋带容易松？
1	治疗早泄方法有那些！	治疗早泄方法
0	“老公你回来了，你辛苦了”日语怎么说	“我等你回来”的日语
1	女性不孕不育有哪些检查项目	女性不孕不育该做哪些检查
0	南京到杭州高铁在哪里坐车？	从杭州东去广西玉林市坐高铁到哪里?
1	微信号为什么会被冻结	我的微信号为什么给冻结了
0	求图片：魏坤琳壁纸	求图片：王源壁纸
1	我的世界末地传送门怎么用手机版的	我的世界手机版‘末地传送门’怎么用？
0	请问您是登录密码提示错误的还是您的支付密码错误的？	支付宝有登陆密码和支付密码的亲？您是什么操作时提示错误呢？
0	建设银行开通网银要钱吗	建行网银交易必须要网盾吗
0	杉杉来吃什么时候播	金希澈我们结婚了什么时候播
0	姓吕女孩起名	给姓汪的女孩起名。
1	有什么好听的歌了如题谢谢了	有什么好听的歌噢如题谢谢了
0	计算机等级证书几级最高？	计算机考试最高几级?
1	怎样逗狗狗开心	怎样逗狗狗开心？
1	西兰花怎么做好吃	西兰花怎么烧好吃
1	宝宝理发器什么牌子好？	宝宝理发器什么牌子的好用
1	有人会算命吗！	有人会算命吗
1	极坐标、参数方程。	极坐标和参数方程
1	相关工作人员会帮您处理的	我们会有工作人员为您处理的
0	为什么身份证会被禁用？	杨幂被没被潜规则
1	找一本穿越到唐朝的小说	找一本穿越在唐朝的小说
1	基佬是什么意思	基佬什么意思
1	我国的四大名著是啥	我国的四大名著是什么？
0	我老公性冷淡，我该怎么办	老婆性冷淡我该怎么办
0	一跛一瘸是什么意思	又懒又丑的生肖是什么
1	谁有爸爸去哪儿大电影版的？	爸爸去哪儿电影版在哪里能看
1	微信怎么看是不是在线	怎么查看微信好友是否在线
1	新浪微博登陆…	新浪微博登陆，
1	期待的近义词是什么	期待的近义词是什么？
1	吃南瓜子有什么好处？	吃南瓜子有什么好处啊
0	就是需要您上传证明您的这个支付宝账户的资金来源的。	是的，一个是转账的详情的截图和对方的账户资金充值的资金凭证的截图的
0	感谢您的耐心等待，麻烦您提供下支付宝账户绑定的手机号码，辛苦您了。	感谢您的耐心等待，麻烦您把营业执照注册号后8位提供下，辛苦您了。
0	可口可乐是怎么做的	南瓜饼是怎么做的
0	外地男人娶广东女孩做老婆有多大难度？	广东省做红木家具最多地方是那里？
0	请问国家重视非物质文化遗产保护的依据是什么？	请问“非物质文化遗产”英译是什么？
1	畅谈是什么意思？	畅谈的意思是什么
0	手机黑屏，开不了机	为什么三星手机上不了网
1	宁波有哪些论坛	宁波本地论坛。
0	假结婚证哪里可以搞到	结婚证在哪里领
1	我买彩票为什么不中奖？	为什么我买的彩票还不中奖呢
1	买手机怎么可以分期付款	如何分期付款买手机
1	《天魔黑兔》第二季什么时候出？	天魔黑兔第二季什么时候出？
1	世界上除了火车啥车最长？	世界上除了火车外，什么车最长？
1	地下城与勇士怎么可以转区	地下城与勇士怎么转区啊
1	猪头肉怎么做好吃	猪头肉怎么做好吃？
1	剪贴板在手机哪里呀？	手机剪贴板在哪里打开
1	天气什么时候回暖啊	天气什么时候能回暖啊？冷死了
1	林俊杰最新专辑什么时候出啊。？	林俊杰最新专辑是什么啊？
1	我想去迪拜找工作	如何在迪拜找工作
0	2011浙江理科考生260能上什么学校?	2011浙江考生理科500分能上什么学校
1	有什么好听的经典的手机铃声吗？	有什么好听的经典铃声
1	求情侣网络游戏名字	求情侣游戏名字
1	用人民币叠心怎么叠	人民币怎么叠心
1	什么娱乐节目最好看	最好看的娱乐节目是什么？
1	怎样开通腾讯微博	如何开通腾讯微博
1	小溪对什么	小溪对什么啊
1	您无法登陆的提示是什么呢	怎么提示您无法登陆的呢
1	北京最土豪网吧在哪	北京土豪网吧在哪
0	用什么的酒泡蛇比较好	什么贴吧比较大？
0	大蒜发芽了还能吃吗	茶叶过期了还能喝吗？喝了会怎样
0	糖炒板栗怎么去皮	蒸板栗怎么去皮
1	有没有能免费下载小说的网站？	哪些网站可以免费下载小说?
0	怎样更改微信号？	怎么样才可以把微信号给注销啊
1	怎么下载视频到手机上	手机怎样下载视频
0	广东的广州以南地区历史上下过雪吗？	历史上广东有木有下过雪？
1	韩国签证自己怎么办理？	如何办理韩国签证
1	技校学什么好？	我想读技校，学什么好啊
1	亚麻嘚什么意思	亚麻爹是什么意思？
1	有没有好看的电影求推荐	有没有一些好看的电影！求推荐
1	电影院今天上映什么电影	今日上映的电影都有什么啊
0	这个您需要联系一下卖家，看下具体的情况的哦	另外您也可以联系一下天弘基金核实一下的
1	染发，染什么颜色好	想染发，染什么颜色
0	淘宝如何刷收藏呢？会不会被封店呀？	淘宝怎么快速刷收藏？刷了有用吗？
1	什么品牌的月饼最好吃？	月饼什么品牌最好吃
0	什么软件下载视频最快	8080tv手机版软件下载
0	想知道漫画的名字	有没有人知道她叫什么名字
1	我古代时的身份	我在古代的身份？
0	求政治学原理形成性考核册答案	政治学原理作业！求答案！
1	宫锁珠帘结局是什么？	宫锁珠帘的结局是什么
0	根据姓名起网名	带姓名的网名
0	世界上女人的穴穴有多少种	世界上最小的猫要多少钱
1	活佛济公第四部什么时候播出啊	活佛济公第四部什么时候上映
0	且字加偏旁有什么字	颛可以加什么偏傍组成两个词！
1	这个帅哥叫什么？	这个帅哥是谁啊
1	长沙现在天气怎么样	现在长沙天气怎么样啊？
0	忽略的近义词和反义词	熟悉的近义词和反义词
1	抱歉，小二也是无法帮您的	抱歉，这样小二也无法帮您的。
0	全国哪个省的自考最简单容易	全国哪的中考最简单
0	女孩怎么样招男生喜欢啊？	女孩喜欢怎样的男生？
1	烟机灶具哪个品牌好	哪个品牌烟机灶具好
0	联系对方协商哦	那您可以让您朋友联系下对方让他给您退下哦
0	穿越火线女的角色	穿越火线女角色的鞋
0	中信银行行长投诉电话多少？	中信银行信用卡电话是多少
0	有什么比较好的肉番	什么人比较不怕热
1	洛克王国开挂会被封吗？	洛克王国开挂会不会被封号？
1	查星座是算农历还是阳历	星座是按农历还是阳历
0	蓝色的水晶之恋是什么意思？	十个粉色的水晶之恋果冻是什么意思?
0	在运行输入什么能看到显卡的详细参数	盘后在哪里能看到股票的详细买卖盘？
0	日本蜡烛图技术看完了看什么书	日本蜡烛图技术分析有没有手机版的？
1	酷派手机怎么样…	酷派手机怎么样呢？
1	来高手猜成语	猜成语了！高手来
1	手机开飞行模式有辐射吗	手机开飞行模式会辐射吗？
1	天天酷跑的什么外挂最好？	天天酷跑，用什么外挂最好
0	都不是您自己的是吗	自己的账户是需要用自己的银行卡的
0	师傅的哥哥叫什么	父亲的师傅叫什么
1	网上怎么查户口啊	如何网上查户口
1	引狗入寨，猜生肖，	引狗入寨说的是哪个生肖
1	手机导航怎么下载	怎样下载手机导航
0	电视剧《兵峰》插曲	宫电视剧插曲
1	如何当上明星	怎样才可以当上明星！
1	百变机兽第二部结盟之战什么时候出啊	百变机兽2结盟之战什么时候出
0	有一首歌不知道叫什么名字？	有谁知道这女的名字吗？
1	杨幂和胡歌有什么别的关系吗	胡歌和杨幂什么关系？
1	我的心机黑面膜好吗	我的心机面膜
0	请问这些是什么意思？	请问叨女是什么意思
0	手机内存卡大卡和小卡有什么区别？那个用以坏？	小米手机有用小卡的吗？?还是全部是大卡
1	我不喜欢我女朋友了怎么办？	我不喜欢女朋友了怎么办
1	怎样减肥有效果呢？	怎么减肥才会有效果啊？
1	衣服什么牌子	什么牌子的衣服，
1	什么武侠电影好看？	有什么好看的武侠电影
0	计算机高级证书对以后找工作有用吗？	计算机二级证书对以后工作有用吗
0	我憋不住了怎么办	又到了给哥哥注射的时间了
1	下嘴唇肿了怎么回事	嘴唇肿了，怎么回事
1	吃棒棒糖是什么意思？	舔棒棒糖什么意思
1	视频播放器用哪个好	视频播放器哪个好，
0	您这个情况出现多久了呢	亲，这种情况可能是二次放号造成的
1	求这张壁纸高清版	这张壁纸的高清图？
1	现在什么歌最流行？好听	现在什么歌最流行最好听
1	哪部电视剧？	哪部电视剧里的
0	这边给您推送一下身份证输入框辛苦您再输入一下我看一下的，辛苦您了。	请您提供下您的身份证号码后八位，我撤销之前给您发送的，重新给您发送下的
1	生日邀请函怎么写	如何写生日邀请函
0	安徽卫视怎么样？	南京技师学院又叫什么！
0	盘锦是哪里的	男明星的鞋是在哪淘的
1	再见了妈妈(打一数学名词)	再见了妈妈打一数学名词
0	能给我发一份试题吗	亲你能给我发一份么？
1	激光去痣疼吗	激光去痣痛吗
1	白果怎么去壳	怎样剥白果皮
0	我的自传作文怎么写？	欠你的幸福繁体字怎么写
0	交友的网站都有哪些	男男交友网站
0	一个没怎么见过的车牌	怎样过一个环保又文明的春节
1	我的微信密码怎样才能找回	如何找回我的微信帐号和密码.
0	你那里是什么厂子？在哪？工资高嘛？	什么厂子工资高？
0	这张图来自哪里	暖暖衣服图片
1	周杰伦和蔡依林会结婚吗	蔡依林和周杰伦能结婚吗？
0	头发油，用什么洗发水好？	什么洗发水可以使头发长的快
1	买什么手机最好用呢	买啥手机最好
1	体内湿气重吃什么好？	体内湿气重吃什么好
1	今天日子有什么特殊？	今天是什么特殊日子吗？
1	月经期间能喝薏米红豆水吗	月经期间可以吃薏米和红豆吗
0	开什么店好呢？	吃什么好呢？
0	这个菇凉漂亮吗	爱情这杯酒，谁喝都会醉
1	三个小木葫芦挂在家里什么位置好	葫芦在家里放什么位置最好
0	建议您使用电脑联系我们提供具体的页面报错截图，辛苦您了	麻烦您提供一下您的支付宝账户的可以-使用的花呗的页面的额度的截图
1	深圳这几天天气如何，穿什么衣服合适？	深圳这几天的天气怎么样？该穿点什么？
1	如果没有其余问题小二这边就不打扰您了，祝您生活愉快再见	恩恩，如果没有其余问题小二这边就不打扰您了，祝您生活愉快再见
1	给我一个好听的服装店英文名吧	想给我的服装店起个英文名
1	狂怒电影在哪看	电影狂怒在哪可以看
0	烟花像什么	烟花醉是什么？
0	卤猪肝怎么做好吃	猪肝怎么做好吃
0	吃面包用什么酱	什么是面包袖
1	人生最重要的是什么？	人生什么才最重要
1	卡哇伊是什么意思？	卡哇伊什么意思
1	恋爱是什么感觉的	恋爱的感觉是什么？
0	泡泡战士的枪怎么用	泡泡战士怎么刷猪
1	今天高速公路不收费吗？	今天上高速收费吗？
1	少年老成是指什么生肖	少年老成是什么生肖
0	虎女和鼠男相配吗	虎和蛇能不能结婚吗？
0	有什么好的美国电影	有什么美国梦电影
1	我弟弟帅吗	帅吗我弟弟
1	寓言故事成语	寓言故事的成语
0	单方独生子女什么时候可以生二胎	单方独生子女可以生二胎吗？
1	我的世界电脑版下载。	我的世界电脑版下载
0	梦见被猫咬是什么征兆	梦见吃揪片是什么征兆
1	这是什么人物	这是什么人物？
1	我爱你用日语怎么说	我爱你用日语怎么写？
1	淘宝店的销量如何提高？	淘宝店怎么提高销量
1	科比会超越乔丹吗	科比能否超越乔丹吗？
1	求一张动漫图片	求一张图片动漫的
1	手机电池会爆炸吗？	手机电池会爆炸吗
1	此图片出自哪部动漫？	图片的猫出自哪部动漫？
1	梦幻西游账号怎么解除冻结	梦幻西游怎么解除帐号冻结
0	好友用，好好盗	我盗了女朋友的号
0	脂肪肝喝什么茶	什么叫脂肪肝
1	求传奇私服，加速器！	求传奇私服加速器
1	肩宽胯宽怎么穿衣服？	象我这样肩宽的要怎么穿衣服啊
1	跑步能减肥吗	跑步能减肥吗？
0	现在发行几套人民币	第二套人民币现在的价值？
1	怎样查询化妆品真伪	瑾泉化妆品真伪怎么查询
1	林心如怎么出名的？	林心如是怎样出名的
0	天书奇谈玩什么职业好	武林外传宠物技能学什么好？
1	这个是什么牌子的拉杆箱？	这个拉杆箱是什么牌子的？
1	多酷版时空猎人在哪里下载！	多酷版时空猎人在哪里下载？
1	我家兔子是什么种类？	这是什么种类的兔子?
0	《灵珠》的主题曲	《黛玉传》主题曲
1	白头粉刺怎么去除可以说下吗？	白头粉刺怎么去除？心情差到极点帮个忙吧。
0	今天下雪了吗	今天还下雪吗？
0	请问您登录的是您的哪个支付宝账户呢？	您是通过邮箱提交的还是在支付宝网站提交的申诉呢？
1	谁有猪八戒背媳妇的吉他谱	谁有猪八戒背媳妇的吉他谱！
1	这个淘宝模特叫什么	这个淘宝模特是谁啊。
1	中国移动怎么设置彩铃	怎么自己设置移动手机彩铃
1	我怎样找对象	如何找对象？
1	为什么我的电脑不能下载东西了？	为什么我的电脑不能下载东西啊？
1	这种是什么植物？	这种植物(树)叫什么？
0	我的世界安卓版修改器怎么用	我的世界有什么专用修改器
0	豆腐西施杨七巧主题曲叫什么？	豆腐西施是谁啊？
0	在港台的女明星中,最漂亮的是谁?	大家讨论一下港台和大陆的女明星谁最漂亮
1	我喜欢你粤语怎么说	喜欢你粤语怎么说？
0	瑜五行是什么	什么是五行相生相克
0	怎样制作表格	怎样学表格制作
1	国色天香是什么什么生肖	国色天香。是什么生肖呢
1	关于海贼王的图片	海贼王娜美图片
1	正常的精液是什么颜色？	正常精液是什么颜色的
1	()之心一路人皆知	()之心，路人皆知
1	有什么好的自行车论坛吗	自行车论坛，有？吗
1	清华大学在哪里？	清华大学在哪里
1	现在天天酷跑什么坐骑最好	天天酷跑现在什么坐骑最好
1	怎样提高自己的注意力？	有效提高自己集中注意力的方法.
1	月球还有那些未解之谜	月球还有那些未解之谜？
1	如何看透庄家杯碗	怎么看透庄家的杯碗
1	感觉是什么意思	有感觉是什么意思啊
1	这是那部动漫里的呀	这是那部动漫的？
1	新疆都有什么特产？	新疆有什么特产
1	真人斗地主怎么玩	真人斗地主怎么玩？
0	自然态度化妆品怎么样	自然寇化妆品怎么样
0	什么月披星？	披星什么
1	梦见我的前男友给我送饼吃	又梦见前男友
1	如何与陌生人聊天？	如何和陌生人聊天
1	这个发型要怎么打理	这个发型要怎么打理呢
0	在上海进什么厂工资高	上海做什么工资高
0	宝宝吃的米粉怎么做	自己弄的米粉要怎么煮给宝宝吃
0	qq账号被举报了怎么办	微信账号被举报了，怎么办？
1	手机网速慢为什么？	为什么手机网速慢
1	点钞机什么牌子好？	点钞机什么牌子的好
1	带着孩子在家能做什么工作	在家带孩子能做什么工作
0	问道是什么	问道的花妖什么系
1	高高在上是什么动物	什么动物高高在上
1	被砸了明火是什么意思	砸明火是什么意思
0	苦荞茶和普洱茶哪个更减肥？	黑苦荞茶和黄苦荞茶那种减肥好
1	看天庭是十二生肖哪个动物	欲钹看天庭是十二生肖的哪个生肖
1	什么牌子的烤箱质量好	烤箱什么牌子的质量好？
1	孕妇可以吃李子吗	孕妇能吃黑李子吗？
1	机票查询去哪儿	去哪儿机票查询
1	我朋友失恋了怎么安慰她	朋友失恋了，要怎么安慰她。
0	卡当网是正规的礼品网站么	最好的礼品网站
1	手机怎么升级安卓系统？	手机安卓系统怎么升级？
0	何以笙箫默所有全集。	何以笙箫默什么时候会结局？
1	求搞笑的动漫图	求搞笑的动漫
1	您之前有没有使用过花呗？	之前有没有使用过花呗？
0	胶州婚纱摄影哪家好？	乌鲁木齐哪家婚纱摄影好
1	时空猎人最好的装备是什么	时空猎人装备的品质什么最好
1	求一本都市异能小说	找一本都市异能小说，
1	我现在的位置是在那	我现在所在的位置是哪
1	明天广州天气	明天广州的天气
0	亲，新年快乐哦	亲（＊＾＿＿＾＊），请问您是账户本人吗？
0	舅舅新屋入伙该送什么好？	男朋友的姐姐新屋入伙，该送什么？
1	昆虫是动物吗？	昆虫是动物么
0	什么样的男人最吸引女人	女人最喜欢什么样的男人
1	关于七年级上册思想品德	思想品德七年级上册
1	乘高铁可以带白酒吗？	高铁可以带白酒吗？
0	我怎样在微信上看好友的朋友圈	在微信上，怎样把好友隐藏？
0	是的，请您后续查询一下充值情况的。	辛苦您与学校一卡通充值处核实一下，您的这个是充值成功的
0	求猎人同人	求柯哀各种同人漫画
1	这个桂花树是什么品种？	桂花树什么品种好
1	永恒之塔捏人	关于永恒之塔
1	寒假作业答案六年级	六年级寒假作业本答案
1	为什么有些问题在这里提交不了，	为什么提交不了问题
0	您是想买招财宝是吗	是买不到招财宝是吗
0	部落冲突为什么上不去	用电脑怎么玩部落冲突
1	如何知道自己的血型	怎么知道自己的血型啊？
0	我想写小说去哪个网站？	网上写小说怎么写？去哪
1	记忆枕哪个牌子的好？	记忆枕十大品牌_记忆枕哪个品牌好
0	愤怒的小鸟版金蛋	愤怒的小鸟太空版破解版
0	在北京注册商贸公司需要办什么手续	在北京注册100万商贸公司需要哪些流程啊？
0	38节回春医疗保健操视频怎么下载？	在哪里下载回春医疗保健操66节视频
1	宝宝夏天睡觉穿什么	宝宝夏天睡觉盖什么
1	坚定的反义词是什么	坚定酌反义词是什么
0	我的世界种子	我的世界怎么输种子号
0	怎么查手机号？	如何使手机号码变成空号
1	网站友情链接怎么做？	怎么与别的网站做友情链接?
